City,Criteria ID,State,DMA Region,DMA Region Code
Brunswick,1020220,Missouri,"Columbia-Jefferson City, MO",604
Bucklin,1020221,Missouri,"Kansas City, MO",616
Buffalo,1020222,Missouri,"Springfield, MO",619
Bunceton,1020223,Missouri,"Columbia-Jefferson City, MO",604
Bunker,1020224,Missouri,"St. Louis, MO",609
Burlington Junction,1020225,Missouri,"Kansas City, MO",616
Butler,1020226,Missouri,"Kansas City, MO",616
Cabool,1020227,Missouri,"Springfield, MO",619
Cadet,1020228,Missouri,"St. Louis, MO",609
Cainsville,1020229,Missouri,"Kansas City, MO",616
Cairo,1020230,Missouri,"Columbia-Jefferson City, MO",604
Caledonia,1020231,Missouri,"St. Louis, MO",609
Calhoun,1020232,Missouri,"Kansas City, MO",616
California,1020233,Missouri,"Columbia-Jefferson City, MO",604
Callao,1020234,Missouri,"Ottumwa, IA-Kirksville, MO",631
Camdenton,1020235,Missouri,"Springfield, MO",619
Cameron,1020236,Missouri,"Kansas City, MO",616
Campbell,1020237,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Canton,1020238,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Cape Girardeau,1020239,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Cardwell,1020240,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Carl Junction,1020241,Missouri,"Joplin, MO-Pittsburg, KS",603
Carrollton,1020242,Missouri,"Kansas City, MO",616
Carterville,1020243,Missouri,"Joplin, MO-Pittsburg, KS",603
Carthage,1020244,Missouri,"Joplin, MO-Pittsburg, KS",603
Caruthersville,1020245,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Cassville,1020246,Missouri,"Springfield, MO",619
Cedar Hill,1020247,Missouri,"St. Louis, MO",609
Centerview,1020249,Missouri,"Kansas City, MO",616
Centerville,1020250,Missouri,"St. Louis, MO",609
Centralia,1020251,Missouri,"Columbia-Jefferson City, MO",604
Chadwick,1020252,Missouri,"Springfield, MO",619
Chaffee,1020253,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Chamois,1020254,Missouri,"Columbia-Jefferson City, MO",604
Charleston,1020255,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Chesterfield,1020256,Missouri,"St. Louis, MO",609
Chilhowee,1020257,Missouri,"Kansas City, MO",616
Chillicothe,1020258,Missouri,"Kansas City, MO",616
Chula,1020259,Missouri,"Kansas City, MO",616
Clarksburg,1020260,Missouri,"Columbia-Jefferson City, MO",604
Clarksville,1020261,Missouri,"St. Louis, MO",609
Clarkton,1020262,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Cleveland,1020263,Missouri,"Kansas City, MO",616
Clever,1020264,Missouri,"Springfield, MO",619
Climax Springs,1020265,Missouri,"Springfield, MO",619
Clinton,1020266,Missouri,"Kansas City, MO",616
Cole Camp,1020267,Missouri,"Springfield, MO",619
Columbia,1020268,Missouri,"Columbia-Jefferson City, MO",604
Conception,1020269,Missouri,"Kansas City, MO",616
Conception Junction,1020270,Missouri,"Kansas City, MO",616
Concordia,1020271,Missouri,"Kansas City, MO",616
Conway,1020272,Missouri,"Springfield, MO",619
Cooter,1020273,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Corder,1020274,Missouri,"Kansas City, MO",616
Cosby,1020275,Missouri,"St. Joseph, MO",638
Craig,1020276,Missouri,"Kansas City, MO",616
Crane,1020277,Missouri,"Springfield, MO",619
Creighton,1020278,Missouri,"Kansas City, MO",616
Crocker,1020279,Missouri,"Springfield, MO",619
Crystal City,1020280,Missouri,"St. Louis, MO",609
Cuba,1020281,Missouri,"St. Louis, MO",609
Dadeville,1020282,Missouri,"Springfield, MO",619
De Kalb,1020283,Missouri,"St. Joseph, MO",638
De Soto,1020284,Missouri,"St. Louis, MO",609
Dearborn,1020285,Missouri,"Kansas City, MO",616
Deepwater,1020286,Missouri,"Kansas City, MO",616
Deering,1020287,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Delta,1020289,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Dexter,1020290,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Diamond,1020291,Missouri,"Joplin, MO-Pittsburg, KS",603
Dittmer,1020292,Missouri,"St. Louis, MO",609
Dixon,1020293,Missouri,"Springfield, MO",619
Doniphan,1020294,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Dora,1020295,Missouri,"Springfield, MO",619
Drexel,1020296,Missouri,"Kansas City, MO",616
Dudley,1020297,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Eagle Rock,1020298,Missouri,"Springfield, MO",619
Eagleville,1020299,Missouri,"Kansas City, MO",616
Earth City,1020300,Missouri,"St. Louis, MO",609
East Lynne,1020301,Missouri,"Kansas City, MO",616
East Prairie,1020302,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Edgar Springs,1020303,Missouri,"St. Louis, MO",609
Edina,1020304,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Edwards,1020305,Missouri,"Springfield, MO",619
El Dorado Springs,1020306,Missouri,"Springfield, MO",619
Eldon,1020307,Missouri,"Columbia-Jefferson City, MO",604
Ellington,1020308,Missouri,"St. Louis, MO",609
Ellsinore,1020309,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Elsberry,1020310,Missouri,"St. Louis, MO",609
Eminence,1020311,Missouri,"Springfield, MO",619
Eolia,1020312,Missouri,"St. Louis, MO",609
Essex,1020313,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Eugene,1020314,Missouri,"Columbia-Jefferson City, MO",604
Eureka,1020315,Missouri,"St. Louis, MO",609
Everton,1020316,Missouri,"Springfield, MO",619
Ewing,1020317,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Excelsior Springs,1020318,Missouri,"Kansas City, MO",616
Exeter,1020319,Missouri,"Springfield, MO",619
Fair Grove,1020320,Missouri,"Springfield, MO",619
Fair Play,1020321,Missouri,"Springfield, MO",619
Fairfax,1020322,Missouri,"Omaha, NE",652
Falcon,1020323,Missouri,"Springfield, MO",619
Farber,1020324,Missouri,"Columbia-Jefferson City, MO",604
Farmington,1020325,Missouri,"St. Louis, MO",609
Faucett,1020326,Missouri,"St. Joseph, MO",638
Fayette,1020327,Missouri,"Columbia-Jefferson City, MO",604
Fenton,1020328,Missouri,"St. Louis, MO",609
Festus,1020329,Missouri,"St. Louis, MO",609
Flemington,1020330,Missouri,"Springfield, MO",619
Florissant,1020331,Missouri,"St. Louis, MO",609
Fordland,1020332,Missouri,"Springfield, MO",619
Foristell,1020333,Missouri,"St. Louis, MO",609
Forsyth,1020334,Missouri,"Springfield, MO",619
Fredericktown,1020335,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Freeman,1020336,Missouri,"Kansas City, MO",616
Fort Leonard Wood,1020337,Missouri,"Springfield, MO",619
Fulton,1020338,Missouri,"Columbia-Jefferson City, MO",604
Gainesville,1020339,Missouri,"Springfield, MO",619
Galena,1020340,Missouri,"Springfield, MO",619
Gallatin,1020341,Missouri,"Kansas City, MO",616
Galt,1020342,Missouri,"Kansas City, MO",616
Garden City,1020343,Missouri,"Kansas City, MO",616
Gasconade,1020344,Missouri,"St. Louis, MO",609
Gatewood,1020345,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Gentry,1020346,Missouri,"Kansas City, MO",616
Gerald,1020347,Missouri,"St. Louis, MO",609
Gideon,1020348,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Gilman City,1020349,Missouri,"Kansas City, MO",616
Glasgow,1020350,Missouri,"Columbia-Jefferson City, MO",604
Golden City,1020352,Missouri,"Joplin, MO-Pittsburg, KS",603
South Gorin,1020353,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Gower,1020354,Missouri,"Kansas City, MO",616
Graham,1020355,Missouri,"Kansas City, MO",616
Grain Valley,1020356,Missouri,"Kansas City, MO",616
Granby,1020357,Missouri,"Joplin, MO-Pittsburg, KS",603
Grandview,1020358,Missouri,"Kansas City, MO",616
Grant City,1020359,Missouri,"Kansas City, MO",616
Green City,1020360,Missouri,"Ottumwa, IA-Kirksville, MO",631
Green Ridge,1020361,Missouri,"Kansas City, MO",616
Greenfield,1020362,Missouri,"Springfield, MO",619
Greenville,1020363,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Greenwood,1020364,Missouri,"Kansas City, MO",616
Hale,1020366,Missouri,"Kansas City, MO",616
Halfway,1020367,Missouri,"Springfield, MO",619
Hallsville,1020368,Missouri,"Columbia-Jefferson City, MO",604
Hamilton,1020369,Missouri,"Kansas City, MO",616
Hannibal,1020370,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Hardin,1020371,Missouri,"Kansas City, MO",616
Harrisburg,1020372,Missouri,"Columbia-Jefferson City, MO",604
Harrisonville,1020373,Missouri,"Kansas City, MO",616
Hartville,1020374,Missouri,"Springfield, MO",619
Hawk Point,1020375,Missouri,"St. Louis, MO",609
Hayti,1020376,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Hazelwood,1020377,Missouri,"St. Louis, MO",609
Herculaneum,1020378,Missouri,"St. Louis, MO",609
Hermann,1020379,Missouri,"St. Louis, MO",609
Hermitage,1020380,Missouri,"Springfield, MO",619
Higbee,1020381,Missouri,"Columbia-Jefferson City, MO",604
Higginsville,1020382,Missouri,"Kansas City, MO",616
High Ridge,1020383,Missouri,"St. Louis, MO",609
Hillsboro,1020384,Missouri,"St. Louis, MO",609
Holcomb,1020385,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Holden,1020386,Missouri,"Kansas City, MO",616
Holliday,1020387,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Hollister,1020388,Missouri,"Springfield, MO",619
Holt,1020389,Missouri,"Kansas City, MO",616
Holts Summit,1020390,Missouri,"Columbia-Jefferson City, MO",604
Hopkins,1020391,Missouri,"Kansas City, MO",616
Hornersville,1020392,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
House Springs,1020393,Missouri,"St. Louis, MO",609
Houston,1020394,Missouri,"Springfield, MO",619
Hughesville,1020395,Missouri,"Kansas City, MO",616
Humansville,1020396,Missouri,"Springfield, MO",619
Hume,1020397,Missouri,"Kansas City, MO",616
Huntsville,1020398,Missouri,"Columbia-Jefferson City, MO",604
Hurdland,1020399,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Hurley,1020400,Missouri,"Springfield, MO",619
Iberia,1020401,Missouri,"Columbia-Jefferson City, MO",604
Imperial,1020402,Missouri,"St. Louis, MO",609
Independence,1020403,Missouri,"Kansas City, MO",616
Irondale,1020404,Missouri,"St. Louis, MO",609
Ironton,1020405,Missouri,"St. Louis, MO",609
Jackson,1020406,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Jameson,1020407,Missouri,"Kansas City, MO",616
Jamesport,1020408,Missouri,"Kansas City, MO",616
Jamestown,1020409,Missouri,"Columbia-Jefferson City, MO",604
Jasper,1020410,Missouri,"Joplin, MO-Pittsburg, KS",603
Jefferson City,1020411,Missouri,"Columbia-Jefferson City, MO",604
Joplin,1020412,Missouri,"Joplin, MO-Pittsburg, KS",603
Kahoka,1020413,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Kansas City,1020414,Missouri,"Kansas City, MO",616
Kearney,1020415,Missouri,"Kansas City, MO",616
Kennett,1020416,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Keytesville,1020417,Missouri,"Columbia-Jefferson City, MO",604
Kimberling City,1020418,Missouri,"Springfield, MO",619
King City,1020419,Missouri,"Kansas City, MO",616
Kingdom City,1020420,Missouri,"Columbia-Jefferson City, MO",604
Kingston,1020421,Missouri,"Kansas City, MO",616
Kingsville,1020422,Missouri,"Kansas City, MO",616
Kirbyville,1020423,Missouri,"Springfield, MO",619
Kirksville,1020424,Missouri,"Ottumwa, IA-Kirksville, MO",631
Knob Noster,1020425,Missouri,"Kansas City, MO",616
Koshkonong,1020426,Missouri,"Springfield, MO",619
La Belle,1020427,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
La Grange,1020428,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
La Monte,1020429,Missouri,"Kansas City, MO",616
La Plata,1020430,Missouri,"Ottumwa, IA-Kirksville, MO",631
Laddonia,1020431,Missouri,"Columbia-Jefferson City, MO",604
Lake Ozark,1020432,Missouri,"Columbia-Jefferson City, MO",604
Lake Saint Louis,1020433,Missouri,"St. Louis, MO",609
Lamar,1020434,Missouri,"Joplin, MO-Pittsburg, KS",603
Lancaster,1020435,Missouri,"Ottumwa, IA-Kirksville, MO",631
Laquey,1020436,Missouri,"Springfield, MO",619
Laredo,1020437,Missouri,"Kansas City, MO",616
Lathrop,1020438,Missouri,"Kansas City, MO",616
Laurie,1020439,Missouri,"Columbia-Jefferson City, MO",604
Lawson,1020440,Missouri,"Kansas City, MO",616
Leadwood,1020441,Missouri,"St. Louis, MO",609
Leasburg,1020442,Missouri,"St. Louis, MO",609
Lebanon,1020443,Missouri,"Springfield, MO",619
Lee s Summit,1020444,Missouri,"Kansas City, MO",616
Leeton,1020445,Missouri,"Kansas City, MO",616
Leopold,1020446,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Lesterville,1020447,Missouri,"St. Louis, MO",609
Lexington,1020448,Missouri,"Kansas City, MO",616
Liberal,1020449,Missouri,"Joplin, MO-Pittsburg, KS",603
Liberty,1020450,Missouri,"Kansas City, MO",616
Licking,1020451,Missouri,"Springfield, MO",619
Lincoln,1020452,Missouri,"Springfield, MO",619
Linn,1020453,Missouri,"Columbia-Jefferson City, MO",604
Linn Creek,1020454,Missouri,"Springfield, MO",619
Linneus,1020455,Missouri,"Kansas City, MO",616
Lockwood,1020456,Missouri,"Springfield, MO",619
Lone Jack,1020457,Missouri,"Kansas City, MO",616
Lonedell,1020458,Missouri,"St. Louis, MO",609
Louisiana,1020459,Missouri,"St. Louis, MO",609
Ludlow,1020460,Missouri,"Kansas City, MO",616
Macks Creek,1020461,Missouri,"Springfield, MO",619
Macon,1020462,Missouri,"Ottumwa, IA-Kirksville, MO",631
Madison,1020463,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Maitland,1020464,Missouri,"Kansas City, MO",616
Malden,1020465,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Malta Bend,1020466,Missouri,"Kansas City, MO",616
Mansfield,1020467,Missouri,"Springfield, MO",619
Marble Hill,1020468,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Marceline,1020469,Missouri,"Kansas City, MO",616
Marionville,1020470,Missouri,"Springfield, MO",619
Marquand,1020471,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Marshall,1020472,Missouri,"Kansas City, MO",616
Marshfield,1020473,Missouri,"Springfield, MO",619
Marthasville,1020474,Missouri,"St. Louis, MO",609
Martinsburg,1020475,Missouri,"Columbia-Jefferson City, MO",604
Maryland Heights,1020476,Missouri,"St. Louis, MO",609
Maryville,1020477,Missouri,"Kansas City, MO",616
Maysville,1020478,Missouri,"St. Joseph, MO",638
Meadville,1020479,Missouri,"Kansas City, MO",616
Memphis,1020480,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Mendon,1020481,Missouri,"Columbia-Jefferson City, MO",604
Mercer,1020482,Missouri,"Kansas City, MO",616
Mexico,1020483,Missouri,"Columbia-Jefferson City, MO",604
Miami,1020484,Missouri,"Kansas City, MO",616
Milan,1020485,Missouri,"Ottumwa, IA-Kirksville, MO",631
Miller,1020486,Missouri,"Springfield, MO",619
Missouri City,1020487,Missouri,"Kansas City, MO",616
Moberly,1020488,Missouri,"Columbia-Jefferson City, MO",604
Mokane,1020489,Missouri,"Columbia-Jefferson City, MO",604
Monett,1020490,Missouri,"Springfield, MO",619
Monroe City,1020491,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Montgomery City,1020492,Missouri,"Columbia-Jefferson City, MO",604
Monticello,1020493,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Montrose,1020494,Missouri,"Kansas City, MO",616
Morrisville,1020495,Missouri,"Springfield, MO",619
Mound City,1020496,Missouri,"Kansas City, MO",616
Mount Vernon,1020497,Missouri,"Springfield, MO",619
Mountain Grove,1020498,Missouri,"Springfield, MO",619
Mountain View,1020499,Missouri,"Springfield, MO",619
Naylor,1020501,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Neelyville,1020502,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Neosho,1020503,Missouri,"Joplin, MO-Pittsburg, KS",603
Nevada,1020504,Missouri,"Joplin, MO-Pittsburg, KS",603
New Bloomfield,1020505,Missouri,"Columbia-Jefferson City, MO",604
New Cambria,1020506,Missouri,"Ottumwa, IA-Kirksville, MO",631
New Franklin,1020507,Missouri,"Columbia-Jefferson City, MO",604
New Haven,1020508,Missouri,"St. Louis, MO",609
New London,1020509,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
New Madrid,1020510,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Newburg,1020511,Missouri,"St. Louis, MO",609
Newtown,1020512,Missouri,"Ottumwa, IA-Kirksville, MO",631
Niangua,1020513,Missouri,"Springfield, MO",619
Nixa,1020514,Missouri,"Springfield, MO",619
Noel,1020515,Missouri,"Joplin, MO-Pittsburg, KS",603
Norborne,1020516,Missouri,"Kansas City, MO",616
Norwood,1020517,Missouri,"Springfield, MO",619
Novinger,1020518,Missouri,"Ottumwa, IA-Kirksville, MO",631
O Fallon,1020519,Missouri,"St. Louis, MO",609
Oak Grove,1020520,Missouri,"Kansas City, MO",616
Oak Ridge,1020521,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Odessa,1020522,Missouri,"Kansas City, MO",616
Oran,1020523,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Oregon,1020524,Missouri,"Kansas City, MO",616
Orrick,1020525,Missouri,"Kansas City, MO",616
Osage Beach,1020526,Missouri,"Springfield, MO",619
Osborn,1020527,Missouri,"St. Joseph, MO",638
Osceola,1020528,Missouri,"Springfield, MO",619
Otterville,1020529,Missouri,"Columbia-Jefferson City, MO",604
Owensville,1020530,Missouri,"St. Louis, MO",609
Ozark,1020531,Missouri,"Springfield, MO",619
Pacific,1020532,Missouri,"St. Louis, MO",609
Palmyra,1020533,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Paris,1020534,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Park Hills,1020535,Missouri,"St. Louis, MO",609
Patton,1020536,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Pattonsburg,1020537,Missouri,"Kansas City, MO",616
Peace Valley,1020538,Missouri,"Springfield, MO",619
Peculiar,1020539,Missouri,"Kansas City, MO",616
Perry,1020540,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Perryville,1020541,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Philadelphia,1020542,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Piedmont,1020543,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Pierce City,1020544,Missouri,"Springfield, MO",619
Pilot Grove,1020545,Missouri,"Columbia-Jefferson City, MO",604
Pineville,1020546,Missouri,"Joplin, MO-Pittsburg, KS",603
Pittsburg,1020547,Missouri,"Springfield, MO",619
Plato,1020548,Missouri,"Springfield, MO",619
Platte City,1020549,Missouri,"Kansas City, MO",616
Plattsburg,1020550,Missouri,"Kansas City, MO",616
Pleasant Hill,1020551,Missouri,"Kansas City, MO",616
Pleasant Hope,1020552,Missouri,"Springfield, MO",619
Point Lookout,1020553,Missouri,"Springfield, MO",619
Polo,1020554,Missouri,"Kansas City, MO",616
Poplar Bluff,1020555,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Portageville,1020556,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Potosi,1020557,Missouri,"St. Louis, MO",609
Prairie Home,1020558,Missouri,"Columbia-Jefferson City, MO",604
Princeton,1020559,Missouri,"Kansas City, MO",616
Purdin,1020560,Missouri,"Kansas City, MO",616
Purdy,1020561,Missouri,"Springfield, MO",619
Puxico,1020562,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Queen City,1020563,Missouri,"Ottumwa, IA-Kirksville, MO",631
Ravenwood,1020564,Missouri,"Kansas City, MO",616
Raymondville,1020565,Missouri,"Springfield, MO",619
Raymore,1020566,Missouri,"Kansas City, MO",616
Reeds Spring,1020567,Missouri,"Springfield, MO",619
Renick,1020568,Missouri,"Columbia-Jefferson City, MO",604
Republic,1020569,Missouri,"Springfield, MO",619
Revere,1020570,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Rhineland,1020571,Missouri,"Columbia-Jefferson City, MO",604
Rich Hill,1020572,Missouri,"Kansas City, MO",616
Richland,1020573,Missouri,"Springfield, MO",619
Richmond,1020574,Missouri,"Kansas City, MO",616
Richwoods,1020575,Missouri,"St. Louis, MO",609
Ridgeway,1020576,Missouri,"Kansas City, MO",616
Risco,1020577,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Riverside,1020578,Missouri,"Kansas City, MO",616
Rocheport,1020579,Missouri,"Columbia-Jefferson City, MO",604
Rock Port,1020580,Missouri,"Omaha, NE",652
Rogersville,1020581,Missouri,"Springfield, MO",619
Rolla,1020582,Missouri,"St. Louis, MO",609
Roscoe,1020583,Missouri,"Springfield, MO",619
Rosendale,1020584,Missouri,"St. Joseph, MO",638
Russellville,1020585,Missouri,"Columbia-Jefferson City, MO",604
Ste. Genevieve,1020586,Missouri,"St. Louis, MO",609
Salem,1020587,Missouri,"Springfield, MO",619
Salisbury,1020588,Missouri,"Columbia-Jefferson City, MO",604
Sarcoxie,1020589,Missouri,"Joplin, MO-Pittsburg, KS",603
Savannah,1020590,Missouri,"St. Joseph, MO",638
Schell City,1020591,Missouri,"Joplin, MO-Pittsburg, KS",603
Scott City,1020592,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Sedalia,1020593,Missouri,"Kansas City, MO",616
Senath,1020594,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Seneca,1020595,Missouri,"Joplin, MO-Pittsburg, KS",603
Seymour,1020596,Missouri,"Springfield, MO",619
Shelbina,1020597,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Shelbyville,1020598,Missouri,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
Sheldon,1020599,Missouri,"Joplin, MO-Pittsburg, KS",603
Shell Knob,1020600,Missouri,"Springfield, MO",619
Sikeston,1020601,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Silex,1020602,Missouri,"St. Louis, MO",609
Slater,1020603,Missouri,"Kansas City, MO",616
Smithton,1020604,Missouri,"Kansas City, MO",616
Smithville,1020605,Missouri,"Kansas City, MO",616
Southwest City,1020606,Missouri,"Joplin, MO-Pittsburg, KS",603
Sparta,1020607,Missouri,"Springfield, MO",619
Spickard,1020608,Missouri,"Kansas City, MO",616
Spokane,1020609,Missouri,"Springfield, MO",619
Springfield,1020610,Missouri,"Springfield, MO",619
Saint Albans,1020611,Missouri,"St. Louis, MO",609
Saint Ann,1020612,Missouri,"St. Louis, MO",609
Saint Charles,1020613,Missouri,"St. Louis, MO",609
Saint Clair,1020614,Missouri,"St. Louis, MO",609
Saint Elizabeth,1020615,Missouri,"Columbia-Jefferson City, MO",604
Saint James,1020616,Missouri,"St. Louis, MO",609
Saint Joseph,1020617,Missouri,"St. Joseph, MO",638
St. Louis,1020618,Missouri,"St. Louis, MO",609
St. Peters,1020619,Missouri,"St. Louis, MO",609
Saint Robert,1020620,Missouri,"Springfield, MO",619
Stanberry,1020621,Missouri,"Kansas City, MO",616
Stanton,1020622,Missouri,"St. Louis, MO",609
Steele,1020623,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Steelville,1020624,Missouri,"St. Louis, MO",609
Stet,1020625,Missouri,"Kansas City, MO",616
Stewartsville,1020626,Missouri,"St. Joseph, MO",638
Stockton,1020627,Missouri,"Springfield, MO",619
Stoutland,1020628,Missouri,"Springfield, MO",619
Stover,1020629,Missouri,"Columbia-Jefferson City, MO",604
Strafford,1020630,Missouri,"Springfield, MO",619
Strasburg,1020631,Missouri,"Kansas City, MO",616
Sturgeon,1020632,Missouri,"Columbia-Jefferson City, MO",604
Success,1020633,Missouri,"Springfield, MO",619
Sullivan,1020634,Missouri,"St. Louis, MO",609
Summersville,1020635,Missouri,"Springfield, MO",619
Sunrise Beach,1020636,Missouri,"Springfield, MO",619
Swedeborg,1020637,Missouri,"Springfield, MO",619
Sweet Springs,1020638,Missouri,"Kansas City, MO",616
Taneyville,1020639,Missouri,"Springfield, MO",619
Tarkio,1020640,Missouri,"Omaha, NE",652
Thayer,1020641,Missouri,"Springfield, MO",619
Theodosia,1020642,Missouri,"Springfield, MO",619
Thornfield,1020643,Missouri,"Springfield, MO",619
Tiff City,1020644,Missouri,"Joplin, MO-Pittsburg, KS",603
Tina,1020645,Missouri,"Kansas City, MO",616
Tipton,1020646,Missouri,"Columbia-Jefferson City, MO",604
Trenton,1020647,Missouri,"Kansas City, MO",616
Trimble,1020648,Missouri,"Kansas City, MO",616
Troy,1020649,Missouri,"St. Louis, MO",609
Tuscumbia,1020650,Missouri,"Columbia-Jefferson City, MO",604
Union,1020651,Missouri,"St. Louis, MO",609
Union Star,1020652,Missouri,"St. Joseph, MO",638
Unionville,1020653,Missouri,"Ottumwa, IA-Kirksville, MO",631
Urbana,1020654,Missouri,"Springfield, MO",619
Valley Park,1020655,Missouri,"St. Louis, MO",609
Van Buren,1020656,Missouri,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
Vandalia,1020657,Missouri,"Columbia-Jefferson City, MO",604
Vanzant,1020658,Missouri,"Springfield, MO",619
Verona,1020659,Missouri,"Springfield, MO",619
Versailles,1020660,Missouri,"Columbia-Jefferson City, MO",604
Viburnum,1020661,Missouri,"St. Louis, MO",609
Vienna,1020662,Missouri,"Columbia-Jefferson City, MO",604
Walker,1020663,Missouri,"Joplin, MO-Pittsburg, KS",603
Walnut Grove,1020664,Missouri,"Springfield, MO",619
